zip,lat,lng,city,state_id,state_name,population
601,18.18027,-66.75266,Adjuntas,PR,Puerto Rico,17126
602,18.36075,-67.17541,Aguada,PR,Puerto Rico,37895
603,18.45744,-67.12225,Aguadilla,PR,Puerto Rico,49136
606,18.16585,-66.93716,Maricao,PR,Puerto Rico,5751
610,18.2911,-67.12243,Anasco,PR,Puerto Rico,26153
611,18.27698,-66.80688,Angeles,PR,Puerto Rico,1283
612,18.41283,-66.7051,Arecibo,PR,Puerto Rico,64090
616,18.41878,-66.6679,Bajadero,PR,Puerto Rico,10186
617,18.44598,-66.56006,Barceloneta,PR,Puerto Rico,22803
622,17.98892,-67.1566,Boqueron,PR,Puerto Rico,7751
623,18.08429,-67.15336,Cabo Rojo,PR,Puerto Rico,39652
624,18.05905,-66.71932,Penuelas,PR,Puerto Rico,21912
627,18.41905,-66.86037,Camuy,PR,Puerto Rico,32885
631,18.1852,-66.83169,Castaner,PR,Puerto Rico,1098
636,18.16354,-67.08014,Rosario,PR,Puerto Rico,1174
637,18.081,-66.94659,Sabana Grande,PR,Puerto Rico,23016
638,18.28462,-66.5137,Ciales,PR,Puerto Rico,17689
641,18.26742,-66.70212,Utuado,PR,Puerto Rico,24915
646,18.43251,-66.28429,Dorado,PR,Puerto Rico,36142
647,17.96667,-66.94266,Ensenada,PR,Puerto Rico,5198
650,18.34487,-66.58347,Florida,PR,Puerto Rico,14301
652,18.45614,-66.60194,Garrochales,PR,Puerto Rico,3193
653,17.99413,-66.90266,Guanica,PR,Puerto Rico,9099
656,18.04186,-66.79123,Guayanilla,PR,Puerto Rico,18633
659,18.41036,-66.79691,Hatillo,PR,Puerto Rico,37525
660,18.13412,-67.11399,Hormigueros,PR,Puerto Rico,15630
662,18.46622,-67.01508,Isabela,PR,Puerto Rico,40503
664,18.21064,-66.59066,Jayuya,PR,Puerto Rico,15132
667,18.01246,-67.0417,Lajas,PR,Puerto Rico,23665
669,18.27019,-66.86727,Lares,PR,Puerto Rico,27763
670,18.23782,-66.98852,Las Marias,PR,Puerto Rico,8744
674,18.42229,-66.4891,Manati,PR,Puerto Rico,39569
676,18.37897,-67.08098,Moca,PR,Puerto Rico,36849
677,18.33535,-67.23155,Rincon,PR,Puerto Rico,15225
678,18.42949,-66.93016,Quebradillas,PR,Puerto Rico,25763
680,18.16307,-67.36122,Mayaguez,PR,Puerto Rico,43070
682,18.22415,-67.15309,Mayaguez,PR,Puerto Rico,31816
683,18.10926,-67.03803,San German,PR,Puerto Rico,29664
685,18.33656,-66.97518,San Sebastian,PR,Puerto Rico,40169
687,18.31707,-66.42029,Morovis,PR,Puerto Rico,29069
688,18.3807,-66.62496,Sabana Hoyos,PR,Puerto Rico,11552
690,18.49363,-67.09734,San Antonio,PR,Puerto Rico,6217
692,18.40905,-66.33768,Vega Alta,PR,Puerto Rico,33646
693,18.42633,-66.39811,Vega Baja,PR,Puerto Rico,56146
694,18.48327,-66.39269,Vega Baja,PR,Puerto Rico,86
698,18.07274,-66.85519,Yauco,PR,Puerto Rico,34016
703,18.24739,-66.13143,Aguas Buenas,PR,Puerto Rico,25001
704,17.97442,-66.22888,Aguirre,PR,Puerto Rico,7179
705,18.1294,-66.26653,Aibonito,PR,Puerto Rico,24414
707,18.01752,-65.92127,Maunabo,PR,Puerto Rico,10615
714,17.9981,-66.05635,Arroyo,PR,Puerto Rico,16183
715,17.99738,-66.56104,Mercedita,PR,Puerto Rico,2012
716,17.99942,-66.59868,Ponce,PR,Puerto Rico,27746
717,18.00272,-66.61146,Ponce,PR,Puerto Rico,14568
718,18.23145,-65.76067,Naguabo,PR,Puerto Rico,23412
719,18.28879,-66.25316,Naranjito,PR,Puerto Rico,29555
720,18.21559,-66.42421,Orocovis,PR,Puerto Rico,20717
723,18.03139,-66.01122,Patillas,PR,Puerto Rico,16265
725,18.22052,-66.03962,Caguas,PR,Puerto Rico,79153
727,18.21142,-66.07374,Caguas,PR,Puerto Rico,52829
728,18.00697,-66.65995,Ponce,PR,Puerto Rico,39669
729,18.33524,-65.88677,Canovanas,PR,Puerto Rico,48227
730,18.03256,-66.61384,Ponce,PR,Puerto Rico,33251
731,18.09914,-66.63279,Ponce,PR,Puerto Rico,11131
735,18.2525,-65.67534,Ceiba,PR,Puerto Rico,11621
736,18.10736,-66.14994,Cayey,PR,Puerto Rico,46167
738,18.31793,-65.66793,Fajardo,PR,Puerto Rico,30468
739,18.17543,-66.16198,Cidra,PR,Puerto Rico,35105
740,18.33251,-65.63419,Puerto Real,PR,Puerto Rico,2020
741,18.16569,-65.75506,Punta Santiago,PR,Puerto Rico,3899
745,18.3466,-65.81382,Rio Grande,PR,Puerto Rico,48282
751,18.01205,-66.25871,Salinas,PR,Puerto Rico,19768
754,18.1447,-65.97565,San Lorenzo,PR,Puerto Rico,37012
757,17.9933,-66.39056,Santa Isabel,PR,Puerto Rico,20366
765,18.12365,-65.43013,Vieques,PR,Puerto Rico,8317
766,18.13039,-66.4757,Villalba,PR,Puerto Rico,22416
767,18.07033,-65.89618,Yabucoa,PR,Puerto Rico,31450
769,18.09459,-66.3607,Coamo,PR,Puerto Rico,35126
771,18.18797,-65.86916,Las Piedras,PR,Puerto Rico,34882
772,18.43048,-65.90377,Loiza,PR,Puerto Rico,18148
773,18.34073,-65.72756,Luquillo,PR,Puerto Rico,17917
775,18.31387,-65.28618,Culebra,PR,Puerto Rico,1293
777,18.22365,-65.90904,Juncos,PR,Puerto Rico,38267
778,18.26319,-65.97938,Gurabo,PR,Puerto Rico,41026
780,18.09998,-66.57032,Coto Laurel,PR,Puerto Rico,12975
782,18.22501,-66.22452,Comerio,PR,Puerto Rico,18664
783,18.30348,-66.32851,Corozal,PR,Puerto Rico,34329
784,18.00558,-66.13651,Guayama,PR,Puerto Rico,36965
786,18.1357,-66.22881,La Plata,PR,Puerto Rico,151
791,18.14391,-65.81398,Humacao,PR,Puerto Rico,47335
794,18.19934,-66.31179,Barranquitas,PR,Puerto Rico,28432
795,18.05128,-66.49485,Juana Diaz,PR,Puerto Rico,44055
802,18.34349,-64.9287,St Thomas,VI,Virgin Islands,
820,17.7388,-64.70695,Christiansted,VI,Virgin Islands,
830,18.33857,-64.73802,St John,VI,Virgin Islands,
840,17.72649,-64.84717,Frederiksted,VI,Virgin Islands,
850,17.72763,-64.79122,Kingshill,VI,Virgin Islands,
851,17.74757,-64.78737,Kingshill,VI,Virgin Islands,
901,18.46478,-66.10277,San Juan,PR,Puerto Rico,8098
906,18.46446,-66.09499,San Juan,PR,Puerto Rico,171
907,18.45287,-66.08381,San Juan,PR,Puerto Rico,16620
909,18.44131,-66.06866,San Juan,PR,Puerto Rico,5007
911,18.45133,-66.05636,San Juan,PR,Puerto Rico,7347
912,18.44503,-66.05995,San Juan,PR,Puerto Rico,6233
913,18.45024,-66.04275,San Juan,PR,Puerto Rico,7460
915,18.43673,-66.04576,San Juan,PR,Puerto Rico,25585
917,18.4208,-66.04989,San Juan,PR,Puerto Rico,18504
918,18.42139,-66.06774,San Juan,PR,Puerto Rico,15393
920,18.41904,-66.09023,San Juan,PR,Puerto Rico,17249
921,18.39206,-66.0871,San Juan,PR,Puerto Rico,32958
923,18.41146,-66.03715,San Juan,PR,Puerto Rico,25915
924,18.39987,-66.01344,San Juan,PR,Puerto Rico,48016
925,18.40028,-66.05058,San Juan,PR,Puerto Rico,6128
926,18.34691,-66.05434,San Juan,PR,Puerto Rico,94560
927,18.38884,-66.07149,San Juan,PR,Puerto Rico,13662
934,18.41372,-66.11998,Fort Buchanan,PR,Puerto Rico,124
949,18.43166,-66.21349,Toa Baja,PR,Puerto Rico,69785
950,18.46201,-66.23917,Toa Baja,PR,Puerto Rico,0
951,18.43175,-66.25628,Toa Baja,PR,Puerto Rico,376
952,18.42874,-66.18897,Sabana Seca,PR,Puerto Rico,7727
953,18.36319,-66.24764,Toa Alta,PR,Puerto Rico,67606
956,18.32121,-66.17185,Bayamon,PR,Puerto Rico,64939
957,18.36696,-66.18857,Bayamon,PR,Puerto Rico,41162
959,18.3852,-66.15583,Bayamon,PR,Puerto Rico,47783
960,18.41674,-66.14365,Bayamon,PR,Puerto Rico,3380
961,18.40987,-66.16415,Bayamon,PR,Puerto Rico,30842
962,18.43514,-66.13949,Catano,PR,Puerto Rico,20066
965,18.42853,-66.11175,Guaynabo,PR,Puerto Rico,5392
966,18.39784,-66.11394,Guaynabo,PR,Puerto Rico,15737
968,18.40609,-66.10123,Guaynabo,PR,Puerto Rico,3683
969,18.36696,-66.11,Guaynabo,PR,Puerto Rico,42144
971,18.32067,-66.11751,Guaynabo,PR,Puerto Rico,27048
976,18.33903,-65.99286,Trujillo Alto,PR,Puerto Rico,61869
979,18.43734,-66.0089,Carolina,PR,Puerto Rico,17313
982,18.40961,-65.99143,Carolina,PR,Puerto Rico,14151
983,18.41788,-65.98104,Carolina,PR,Puerto Rico,32747
985,18.40628,-65.94767,Carolina,PR,Puerto Rico,32261
987,18.34115,-65.94257,Carolina,PR,Puerto Rico,54950
1001,42.06262,-72.62521,Agawam,MA,Massachusetts,16088
1002,42.37633,-72.46462,Amherst,MA,Massachusetts,27323
1003,42.39135,-72.52327,Amherst,MA,Massachusetts,13711
1005,42.42117,-72.10655,Barre,MA,Massachusetts,4947
1007,42.28163,-72.40009,Belchertown,MA,Massachusetts,15304
1008,42.18234,-72.95819,Blandford,MA,Massachusetts,1171
1009,42.21133,-72.34189,Bondsville,MA,Massachusetts,800
1010,42.12904,-72.20597,Brimfield,MA,Massachusetts,3703
1011,42.30233,-72.96448,Chester,MA,Massachusetts,1332
1012,42.38495,-72.84675,Chesterfield,MA,Massachusetts,503
1013,42.16059,-72.60788,Chicopee,MA,Massachusetts,22709
1020,42.17618,-72.56538,Chicopee,MA,Massachusetts,30704
1022,42.19721,-72.54249,Chicopee,MA,Massachusetts,2235
1026,42.46858,-72.92296,Cummington,MA,Massachusetts,1071
1027,42.29506,-72.74303,Easthampton,MA,Massachusetts,17708
1028,42.05967,-72.49899,East Longmeadow,MA,Massachusetts,16386
1029,42.19402,-73.05067,East Otis,MA,Massachusetts,511
1030,42.06869,-72.67967,Feeding Hills,MA,Massachusetts,12627
1031,42.32782,-72.19191,Gilbertville,MA,Massachusetts,1577
1032,42.45313,-72.81965,Goshen,MA,Massachusetts,430
1033,42.26082,-72.50361,Granby,MA,Massachusetts,6110
1034,42.0826,-72.95611,Granville,MA,Massachusetts,1991
1035,42.35563,-72.5692,Hadley,MA,Massachusetts,5293
1036,42.0638,-72.4157,Hampden,MA,Massachusetts,4991
1037,42.37063,-72.19466,Hardwick,MA,Massachusetts,692
1038,42.38466,-72.60559,Hatfield,MA,Massachusetts,2601
1039,42.41049,-72.69188,Haydenville,MA,Massachusetts,1675
1040,42.21251,-72.64109,Holyoke,MA,Massachusetts,38480
1050,42.29092,-72.87526,Huntington,MA,Massachusetts,2593
1053,42.35205,-72.71032,Leeds,MA,Massachusetts,2016
1054,42.47381,-72.48768,Leverett,MA,Massachusetts,1794
1056,42.19211,-72.45805,Ludlow,MA,Massachusetts,21050
1057,42.09118,-72.32392,Monson,MA,Massachusetts,8288
1060,42.32218,-72.63126,Northampton,MA,Massachusetts,14975
1062,42.32146,-72.69244,Florence,MA,Massachusetts,9835
1063,42.31962,-72.63951,Northampton,MA,Massachusetts,2532
1066,42.40742,-72.64032,North Hatfield,MA,Massachusetts,51
1068,42.35125,-72.04776,Oakham,MA,Massachusetts,1621
1069,42.18798,-72.30578,Palmer,MA,Massachusetts,8870
1070,42.51958,-72.92504,Plainfield,MA,Massachusetts,621
1071,42.16029,-72.8598,Russell,MA,Massachusetts,1280
1072,42.46327,-72.41893,Shutesbury,MA,Massachusetts,1374
1073,42.23084,-72.73856,Southampton,MA,Massachusetts,6158
1074,42.3837,-72.10021,South Barre,MA,Massachusetts,584
1075,42.25672,-72.57928,South Hadley,MA,Massachusetts,18051
1077,42.05441,-72.77851,Southwick,MA,Massachusetts,9292
1079,42.18508,-72.33406,Thorndike,MA,Massachusetts,521
1080,42.18228,-72.36515,Three Rivers,MA,Massachusetts,2276
1081,42.06232,-72.23085,Wales,MA,Massachusetts,1748
1082,42.29816,-72.27676,Ware,MA,Massachusetts,10441
1083,42.20652,-72.19906,Warren,MA,Massachusetts,2701
1084,42.38589,-72.88165,West Chesterfield,MA,Massachusetts,101
1085,42.15375,-72.76961,Westfield,MA,Massachusetts,41715
1088,42.38981,-72.6465,West Hatfield,MA,Massachusetts,663
1089,42.12532,-72.65025,West Springfield,MA,Massachusetts,28814
1092,42.20008,-72.23715,West Warren,MA,Massachusetts,1248
1093,42.44335,-72.65099,Whately,MA,Massachusetts,157
1094,42.36481,-72.13548,Wheelwright,MA,Massachusetts,70
1095,42.12763,-72.42994,Wilbraham,MA,Massachusetts,14737
1096,42.40968,-72.77213,Williamsburg,MA,Massachusetts,2413
1097,42.17722,-72.83175,Woronoco,MA,Massachusetts,64
1098,42.39551,-72.94315,Worthington,MA,Massachusetts,1042
1103,42.10443,-72.58997,Springfield,MA,Massachusetts,2168
1104,42.13326,-72.56733,Springfield,MA,Massachusetts,23226
1105,42.09911,-72.57865,Springfield,MA,Massachusetts,12527
1106,42.04877,-72.57163,Longmeadow,MA,Massachusetts,16150
1107,42.12116,-72.60642,Springfield,MA,Massachusetts,12387
1108,42.0814,-72.55866,Springfield,MA,Massachusetts,26257
1109,42.11839,-72.54876,Springfield,MA,Massachusetts,31242
1118,42.09476,-72.5253,Springfield,MA,Massachusetts,15073
1119,42.12452,-72.51126,Springfield,MA,Massachusetts,13803
1128,42.09497,-72.48806,Springfield,MA,Massachusetts,3232
1129,42.1211,-72.4877,Springfield,MA,Massachusetts,5916
1144,42.10189,-72.59091,Springfield,MA,Massachusetts,0
1151,42.15294,-72.50883,Indian Orchard,MA,Massachusetts,9640
1201,42.45614,-73.28114,Pittsfield,MA,Massachusetts,45372
1220,42.62686,-73.11873,Adams,MA,Massachusetts,8161
1222,42.06242,-73.32146,Ashley Falls,MA,Massachusetts,754
1223,42.31118,-73.09835,Becket,MA,Massachusetts,2658
1224,42.50622,-73.19841,Berkshire,MA,Massachusetts,186
1225,42.56385,-73.1512,Cheshire,MA,Massachusetts,3243
1226,42.47954,-73.15329,Dalton,MA,Massachusetts,6356
1229,42.29411,-73.35227,Glendale,MA,Massachusetts,142
1230,42.18197,-73.34244,Great Barrington,MA,Massachusetts,9139
1235,42.43181,-73.07336,Hinsdale,MA,Massachusetts,2610
1236,42.26923,-73.37999,Housatonic,MA,Massachusetts,1632
1237,42.5529,-73.25373,Lanesborough,MA,Massachusetts,2332
1238,42.30072,-73.22553,Lee,MA,Massachusetts,5626
1240,42.37567,-73.26466,Lenox,MA,Massachusetts,4926
1242,42.3334,-73.24967,Lenox Dale,MA,Massachusetts,279
1243,42.34752,-73.03467,Middlefield,MA,Massachusetts,163
1244,42.10924,-73.27475,Mill River,MA,Massachusetts,164
1245,42.19043,-73.21579,Monterey,MA,Massachusetts,771
1247,42.69813,-73.09264,North Adams,MA,Massachusetts,15405
1253,42.20751,-73.1118,Otis,MA,Massachusetts,879
1254,42.37972,-73.36608,Richmond,MA,Massachusetts,995
1255,42.1068,-73.12213,Sandisfield,MA,Massachusetts,865
1256,42.59627,-73.01958,Savoy,MA,Massachusetts,708
1257,42.0976,-73.37241,Sheffield,MA,Massachusetts,2034
1258,42.09396,-73.46616,South Egremont,MA,Massachusetts,161
1259,42.07316,-73.23282,Southfield,MA,Massachusetts,720
1260,42.26663,-73.2712,South Lee,MA,Massachusetts,331
1262,42.30433,-73.32013,Stockbridge,MA,Massachusetts,1627
1264,42.23997,-73.19686,Tyringham,MA,Massachusetts,252
1266,42.30264,-73.39846,West Stockbridge,MA,Massachusetts,920
1267,42.66593,-73.24209,Williamstown,MA,Massachusetts,8166
1270,42.51297,-73.04859,Windsor,MA,Massachusetts,949
1301,42.62375,-72.60379,Greenfield,MA,Massachusetts,17901
1330,42.51772,-72.81556,Ashfield,MA,Massachusetts,1542
1331,42.56793,-72.18324,Athol,MA,Massachusetts,13870
1337,42.69512,-72.57731,Bernardston,MA,Massachusetts,2492
1338,42.5814,-72.80309,Buckland,MA,Massachusetts,97
1339,42.61099,-72.88846,Charlemont,MA,Massachusetts,1493
1340,42.68805,-72.73205,Colrain,MA,Massachusetts,1818
1341,42.50734,-72.70221,Conway,MA,Massachusetts,1658
1342,42.54384,-72.6058,Deerfield,MA,Massachusetts,1135
1343,42.66766,-72.98822,Drury,MA,Massachusetts,152
1344,42.60756,-72.42916,Erving,MA,Massachusetts,1697
1346,42.6706,-72.81323,Heath,MA,Massachusetts,407
1347,42.56027,-72.51321,Lake Pleasant,MA,Massachusetts,207
1349,42.56656,-72.47045,Millers Falls,MA,Massachusetts,715
1350,42.72259,-72.98291,Monroe Bridge,MA,Massachusetts,114
1351,42.54162,-72.52069,Montague,MA,Massachusetts,2725
1354,42.63282,-72.51136,Gill,MA,Massachusetts,1708
1355,42.45101,-72.33141,New Salem,MA,Massachusetts,1010
1360,42.67575,-72.446,Northfield,MA,Massachusetts,2899
1364,42.60449,-72.29263,Orange,MA,Massachusetts,7684
1366,42.48858,-72.18564,Petersham,MA,Massachusetts,1141
1367,42.69674,-72.91387,Rowe,MA,Massachusetts,473
1368,42.67815,-72.18557,Royalston,MA,Massachusetts,1461
1370,42.59607,-72.72915,Shelburne Falls,MA,Massachusetts,3690
1373,42.47292,-72.61516,South Deerfield,MA,Massachusetts,5076
1375,42.46475,-72.55489,Sunderland,MA,Massachusetts,3667
1376,42.59273,-72.54591,Turners Falls,MA,Massachusetts,4968
1378,42.67711,-72.34057,Warwick,MA,Massachusetts,762
1379,42.54149,-72.3989,Wendell,MA,Massachusetts,819
1380,42.58675,-72.40264,Wendell Depot,MA,Massachusetts,47
1420,42.58559,-71.81693,Fitchburg,MA,Massachusetts,41766
1430,42.66069,-71.9232,Ashburnham,MA,Massachusetts,6316
1431,42.67652,-71.82322,Ashby,MA,Massachusetts,3189
1432,42.56351,-71.57059,Ayer,MA,Massachusetts,7912
1434,42.53149,-71.61663,Devens,MA,Massachusetts,2245
1436,42.60579,-72.08958,Baldwinville,MA,Massachusetts,3673
1438,42.56028,-72.03583,East Templeton,MA,Massachusetts,365
1440,42.58797,-71.98649,Gardner,MA,Massachusetts,21310
1450,42.61368,-71.56139,Groton,MA,Massachusetts,11218
1451,42.50005,-71.57754,Harvard,MA,Massachusetts,5068
1452,42.48378,-72.00514,Hubbardston,MA,Massachusetts,4338
1453,42.51961,-71.76583,Leominster,MA,Massachusetts,43478
1460,42.53503,-71.4891,Littleton,MA,Massachusetts,10063
1462,42.58994,-71.72036,Lunenburg,MA,Massachusetts,11657
1463,42.67126,-71.60429,Pepperell,MA,Massachusetts,11707
1464,42.57411,-71.6475,Shirley,MA,Massachusetts,7400
1468,42.55324,-72.06879,Templeton,MA,Massachusetts,4058
1469,42.66514,-71.69161,Townsend,MA,Massachusetts,7479
1473,42.55122,-71.90266,Westminster,MA,Massachusetts,8148
1474,42.67088,-71.7508,West Townsend,MA,Massachusetts,1665
1475,42.66675,-72.04902,Winchendon,MA,Massachusetts,10292
1501,42.19689,-71.84549,Auburn,MA,Massachusetts,16684
1503,42.38378,-71.63552,Berlin,MA,Massachusetts,3326
1504,42.0399,-71.53125,Blackstone,MA,Massachusetts,9188
1505,42.35633,-71.72123,Boylston,MA,Massachusetts,4810
1506,42.19364,-72.10441,Brookfield,MA,Massachusetts,3435
1507,42.13509,-71.96803,Charlton,MA,Massachusetts,13312
1510,42.4119,-71.68883,Clinton,MA,Massachusetts,15221
1515,42.20328,-72.04669,East Brookfield,MA,Massachusetts,2040
1516,42.0528,-71.75106,Douglas,MA,Massachusetts,9186
1518,42.11342,-72.11632,Fiskdale,MA,Massachusetts,3299
1519,42.20077,-71.67892,Grafton,MA,Massachusetts,7626
1520,42.33685,-71.85181,Holden,MA,Massachusetts,16752
1521,42.06012,-72.16592,Holland,MA,Massachusetts,2591
1522,42.38142,-71.87111,Jefferson,MA,Massachusetts,2907
1523,42.48176,-71.68079,Lancaster,MA,Massachusetts,8359
1524,42.24919,-71.91989,Leicester,MA,Massachusetts,6296
1525,42.09899,-71.64296,Linwood,MA,Massachusetts,31
1527,42.19228,-71.77397,Millbury,MA,Massachusetts,13827
1529,42.03906,-71.57767,Millville,MA,Massachusetts,3166
1531,42.31929,-72.12794,New Braintree,MA,Massachusetts,1052
1532,42.32314,-71.64621,Northborough,MA,Massachusetts,15605
1534,42.13991,-71.64433,Northbridge,MA,Massachusetts,6169
1535,42.2695,-72.07794,North Brookfield,MA,Massachusetts,4757
1536,42.23189,-71.69219,North Grafton,MA,Massachusetts,7141
1537,42.16177,-71.89217,North Oxford,MA,Massachusetts,1775
1540,42.11649,-71.85819,Oxford,MA,Massachusetts,11529
1541,42.45649,-71.88128,Princeton,MA,Massachusetts,3502
1542,42.20241,-71.90995,Rochdale,MA,Massachusetts,2667
1543,42.38482,-71.96726,Rutland,MA,Massachusetts,8988
1545,42.28419,-71.71558,Shrewsbury,MA,Massachusetts,38291
1550,42.06039,-72.03377,Southbridge,MA,Massachusetts,17643
1560,42.17496,-71.67762,South Grafton,MA,Massachusetts,4773
1561,42.44581,-71.68845,South Lancaster,MA,Massachusetts,69
1562,42.24715,-71.99189,Spencer,MA,Massachusetts,11963
1564,42.44124,-71.77297,Sterling,MA,Massachusetts,8015
1566,42.1047,-72.07745,Sturbridge,MA,Massachusetts,6507
1568,42.17694,-71.60516,Upton,MA,Massachusetts,7826
1569,42.05895,-71.63741,Uxbridge,MA,Massachusetts,13948
1570,42.05206,-71.8485,Webster,MA,Massachusetts,17664
1571,42.05501,-71.93519,Dudley,MA,Massachusetts,11890
1581,42.26815,-71.61402,Westborough,MA,Massachusetts,21213
1583,42.37034,-71.78502,West Boylston,MA,Massachusetts,7607
1585,42.23762,-72.16311,West Brookfield,MA,Massachusetts,4864
1588,42.11837,-71.66836,Whitinsville,MA,Massachusetts,10206
1590,42.13387,-71.75179,Sutton,MA,Massachusetts,9219
1602,42.27219,-71.84946,Worcester,MA,Massachusetts,26711
1603,42.24373,-71.84429,Worcester,MA,Massachusetts,20184
1604,42.25085,-71.7683,Worcester,MA,Massachusetts,40961
1605,42.28979,-71.78802,Worcester,MA,Massachusetts,30353
1606,42.31367,-71.79614,Worcester,MA,Massachusetts,22883
1607,42.22684,-71.79037,Worcester,MA,Massachusetts,8836
1608,42.2621,-71.80145,Worcester,MA,Massachusetts,4782
1609,42.28592,-71.82853,Worcester,MA,Massachusetts,23509
1610,42.24645,-71.80968,Worcester,MA,Massachusetts,26057
1611,42.23945,-71.87702,Cherry Valley,MA,Massachusetts,2209
1612,42.31037,-71.93095,Paxton,MA,Massachusetts,5005
1701,42.32195,-71.43796,Framingham,MA,Massachusetts,33319
1702,42.28242,-71.43428,Framingham,MA,Massachusetts,38842
1718,42.52165,-71.42983,Acton,MA,Massachusetts,767
1719,42.48837,-71.51779,Boxborough,MA,Massachusetts,5471
1720,42.48397,-71.43809,Acton,MA,Massachusetts,23107
1721,42.25726,-71.46867,Ashland,MA,Massachusetts,18646
1730,42.4995,-71.27799,Bedford,MA,Massachusetts,14233
1731,42.46422,-71.28202,Hanscom Afb,MA,Massachusetts,1917
1740,42.43616,-71.60728,Bolton,MA,Massachusetts,5606
1741,42.53001,-71.35128,Carlisle,MA,Massachusetts,5215
1742,42.46221,-71.36504,Concord,MA,Massachusetts,18393
1745,42.29155,-71.50101,Fayville,MA,Massachusetts,538
1746,42.19775,-71.44499,Holliston,MA,Massachusetts,14386
1747,42.12477,-71.535,Hopedale,MA,Massachusetts,6012
1748,42.2255,-71.53781,Hopkinton,MA,Massachusetts,18501
1749,42.38868,-71.54648,Hudson,MA,Massachusetts,20032
1752,42.3494,-71.54681,Marlborough,MA,Massachusetts,41505
1754,42.4264,-71.45607,Maynard,MA,Massachusetts,10702
1756,42.09301,-71.55146,Mendon,MA,Massachusetts,6212
1757,42.15723,-71.51978,Milford,MA,Massachusetts,30294
1760,42.28436,-71.34966,Natick,MA,Massachusetts,36354
1770,42.23416,-71.37532,Sherborn,MA,Massachusetts,4406
1772,42.30144,-71.5304,Southborough,MA,Massachusetts,9842
1773,42.42572,-71.31013,Lincoln,MA,Massachusetts,5155
1775,42.42983,-71.51146,Stow,MA,Massachusetts,7130
1776,42.38456,-71.42316,Sudbury,MA,Massachusetts,18912
1778,42.3583,-71.35895,Wayland,MA,Massachusetts,14060
1801,42.48694,-71.15415,Woburn,MA,Massachusetts,40967
1803,42.5028,-71.20147,Burlington,MA,Massachusetts,26234
1810,42.64669,-71.16517,Andover,MA,Massachusetts,35600
1821,42.54999,-71.25206,Billerica,MA,Massachusetts,31499
1824,42.59156,-71.35553,Chelmsford,MA,Massachusetts,26574
1826,42.68323,-71.30063,Dracut,MA,Massachusetts,32313
1827,42.67643,-71.50052,Dunstable,MA,Massachusetts,3369
1830,42.7959,-71.05323,Haverhill,MA,Massachusetts,27403
1832,42.79099,-71.13133,Haverhill,MA,Massachusetts,25526
1833,42.72409,-70.9821,Georgetown,MA,Massachusetts,8384
1834,42.75198,-71.01486,Groveland,MA,Massachusetts,6739
1835,42.75292,-71.08602,Haverhill,MA,Massachusetts,14164
1840,42.70695,-71.16014,Lawrence,MA,Massachusetts,6814
1841,42.71077,-71.16494,Lawrence,MA,Massachusetts,53180
1843,42.68985,-71.16095,Lawrence,MA,Massachusetts,27804
1844,42.73426,-71.18858,Methuen,MA,Massachusetts,52502
1845,42.67132,-71.08669,North Andover,MA,Massachusetts,31394
1850,42.65569,-71.30292,Lowell,MA,Massachusetts,16438
1851,42.62915,-71.33674,Lowell,MA,Massachusetts,32469
1852,42.63231,-71.29538,Lowell,MA,Massachusetts,36740
1854,42.64939,-71.34827,Lowell,MA,Massachusetts,29157
1860,42.83858,-71.01194,Merrimac,MA,Massachusetts,6698
1862,42.57427,-71.29437,North Billerica,MA,Massachusetts,10719
1863,42.63274,-71.39132,North Chelmsford,MA,Massachusetts,9697
1864,42.58156,-71.08759,North Reading,MA,Massachusetts,15549
1867,42.53505,-71.1055,Reading,MA,Massachusetts,25511
1876,42.61206,-71.22733,Tewksbury,MA,Massachusetts,30930
1879,42.66626,-71.42911,Tyngsboro,MA,Massachusetts,12454
1880,42.50348,-71.06559,Wakefield,MA,Massachusetts,27179
1886,42.58642,-71.44008,Westford,MA,Massachusetts,24535
1887,42.56091,-71.16541,Wilmington,MA,Massachusetts,23311
1890,42.45177,-71.14628,Winchester,MA,Massachusetts,22875
1901,42.46125,-70.94639,Lynn,MA,Massachusetts,2291
1902,42.4712,-70.93983,Lynn,MA,Massachusetts,51008
1904,42.49151,-70.97166,Lynn,MA,Massachusetts,19912
1905,42.46355,-70.9733,Lynn,MA,Massachusetts,26962
1906,42.46922,-71.01299,Saugus,MA,Massachusetts,28521
1907,42.47572,-70.90684,Swampscott,MA,Massachusetts,15183
1908,42.42856,-70.92614,Nahant,MA,Massachusetts,3354
1913,42.85297,-70.94459,Amesbury,MA,Massachusetts,17286
1915,42.56841,-70.8647,Beverly,MA,Massachusetts,41545
1921,42.6815,-71.01887,Boxford,MA,Massachusetts,8265
1922,42.75862,-70.91758,Byfield,MA,Massachusetts,3929
1923,42.57398,-70.94923,Danvers,MA,Massachusetts,27789
1929,42.63478,-70.77684,Essex,MA,Massachusetts,3650
1930,42.62605,-70.68966,Gloucester,MA,Massachusetts,29814
1937,42.58579,-70.98406,Hathorne,MA,Massachusetts,177
1938,42.68568,-70.83989,Ipswich,MA,Massachusetts,13740
1940,42.53523,-71.03695,Lynnfield,MA,Massachusetts,13023
1944,42.58154,-70.76825,Manchester,MA,Massachusetts,5382
1945,42.49924,-70.86348,Marblehead,MA,Massachusetts,20397
