ID,bed,bath,acre_lot,city,state,zip_code,house_size,price,sold_previously
Puert21385,1.0,1.0,68.54,Carolina,Puerto Rico,979.0,737.0,295000.0,0.0
Puert21386,3.0,2.0,0.04,Carolina,Puerto Rico,979.0,982.0,164900.0,0.0
Puert21387,2.0,1.0,0.02,Carolina,Puerto Rico,979.0,745.0,330000.0,0.0
Puert21388,2.0,2.0,17.2,Carolina,Puerto Rico,979.0,1229.0,210000.0,0.0
Puert21389,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,643.0,210000.0,0.0
Puert21390,2.0,3.0,28.5,Carolina,Puerto Rico,979.0,1734.0,625000.0,0.0
Puert21391,3.0,3.0,0.13,Carolina,Puerto Rico,979.0,2100.0,750000.0,0.0
Puert21392,2.0,2.0,17.2,Carolina,Puerto Rico,979.0,1124.0,400000.0,0.0
Puert21393,2.0,3.0,28.5,Carolina,Puerto Rico,979.0,1734.0,695000.0,0.0
Puert21394,3.0,2.0,10.2,Carolina,Puerto Rico,979.0,1508.0,525000.0,0.0
Puert21395,2.0,1.0,5.9,Carolina,Puerto Rico,979.0,937.0,369000.0,0.0
Puert21396,3.0,2.0,10.2,Carolina,Puerto Rico,979.0,1459.0,210000.0,0.0
Puert21397,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,500.0,250000.0,0.0
Puert21398,3.0,2.0,10.2,Carolina,Puerto Rico,979.0,1501.0,575000.0,0.0
Puert21399,2.0,2.0,0.02,Carolina,Puerto Rico,979.0,1190.0,420000.0,0.0
Puert21400,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,770.0,335000.0,0.0
Puert21401,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,504.0,179000.0,0.0
Puert21402,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,300.0,144900.0,0.0
Puert21403,2.0,2.0,1.72,Carolina,Puerto Rico,979.0,1162.0,475000.0,0.0
Puert21404,1.0,1.0,0.1,Carolina,Puerto Rico,979.0,4784.0,3600000.0,0.0
Puert21405,2.0,2.0,0.01,Carolina,Puerto Rico,979.0,3000.0,1400000.0,0.0
Puert21406,2.0,1.0,5.9,Carolina,Puerto Rico,979.0,987.0,495000.0,0.0
Puert21407,4.0,4.0,25.8,Carolina,Puerto Rico,979.0,3400.0,695000.0,0.0
Puert21408,3.0,4.0,0.1,Carolina,Puerto Rico,979.0,4365.0,4700000.0,0.0
Puert21409,2.0,3.0,28.5,Carolina,Puerto Rico,979.0,2765.0,725000.0,0.0
Puert21410,5.0,5.0,30.2,Carolina,Puerto Rico,979.0,3582.0,2000000.0,0.0
Puert21411,3.0,2.0,10.2,Carolina,Puerto Rico,979.0,1550.0,529000.0,0.0
Puert21412,1.0,1.0,0.74,Carolina,Puerto Rico,979.0,18000.0,5000000.0,0.0
Puert21413,6.0,6.0,34.5,Carolina,Puerto Rico,979.0,6300.0,2400000.0,0.0
Puert21414,2.0,1.0,5.9,Carolina,Puerto Rico,979.0,1050.0,379900.0,0.0
Puert21415,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,905.0,400000.0,0.0
Puert21416,3.0,2.0,10.2,Carolina,Puerto Rico,979.0,1451.0,1500000.0,0.0
Puert21417,2.0,3.0,28.5,Carolina,Puerto Rico,979.0,1445.0,695000.0,0.0
Puert21418,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,691.0,350000.0,0.0
Puert21419,2.0,2.0,17.2,Carolina,Puerto Rico,979.0,1138.0,569000.0,0.0
Puert21420,2.0,2.0,17.2,Carolina,Puerto Rico,979.0,976.0,650000.0,0.0
Puert21421,1.0,1.0,12.9,Carolina,Puerto Rico,979.0,495.0,358000.0,0.0
Puert21422,3.0,2.0,10.2,Carolina,Puerto Rico,979.0,1826.0,1100000.0,0.0
Puert21423,3.0,3.0,0.08,Carolina,Puerto Rico,982.0,1056.0,60000.0,0.0
Puert21424,3.0,1.0,0.04,Carolina,Puerto Rico,982.0,600.0,40000.0,0.0
Puert21425,4.0,2.0,0.09,Carolina,Puerto Rico,982.0,3932.0,125000.0,0.0
Puert21426,2.0,2.0,4.48,Carolina,Puerto Rico,982.0,1200.0,375000.0,0.0
Puert21427,3.0,1.0,0.08,Carolina,Puerto Rico,982.0,900.0,115000.0,0.0
Puert21428,3.0,2.0,0.09,Carolina,Puerto Rico,982.0,1047.0,85000.0,0.0
Puert21429,7.0,5.0,0.51,Carolina,Puerto Rico,982.0,1777.0,187000.0,0.0
Puert21430,4.0,2.0,0.09,Carolina,Puerto Rico,982.0,1219.0,145000.0,0.0
Puert21431,4.0,2.0,0.08,Carolina,Puerto Rico,982.0,1255.0,94000.0,0.0
Puert21432,2.0,2.0,17.2,Carolina,Puerto Rico,982.0,1200.0,345000.0,0.0
Puert21433,3.0,2.0,0.07,Naguabo,Puerto Rico,718.0,890.0,79000.0,0.0
Puert21434,5.0,3.0,0.07,San Juan,Puerto Rico,921.0,2100.0,189000.0,0.0
Puert21435,3.0,2.0,0.09,Las Piedras,Puerto Rico,771.0,1170.0,122000.0,0.0
Puert21436,3.0,1.0,0.54,Rio Grande,Puerto Rico,745.0,1017.0,105000.0,0.0
Puert21437,3.0,2.0,0.09,Guaynabo,Puerto Rico,969.0,1250.0,195000.0,0.0
Puert21438,6.0,3.0,0.08,Toa Alta,Puerto Rico,953.0,1382.0,120000.0,0.0
Puert21439,4.0,1.0,0.09,Loiza,Puerto Rico,772.0,1320.0,75000.0,0.0
Puert21440,4.0,3.0,0.43,Gurabo,Puerto Rico,778.0,3171.0,253000.0,0.0
Puert21441,3.0,1.0,0.06,Humacao,Puerto Rico,791.0,799.0,78000.0,0.0
Puert21442,3.0,2.0,10.2,Toa Baja,Puerto Rico,949.0,2572.0,128000.0,0.0
Puert21443,3.0,1.0,0.08,Carolina,Puerto Rico,985.0,1776.0,130900.0,0.0
Puert21444,3.0,2.0,10.2,Carolina,Puerto Rico,987.0,700.0,90000.0,0.0
Puert21445,7.0,6.0,0.06,Carolina,Puerto Rico,985.0,3000.0,164000.0,0.0
Puert21446,3.0,2.0,0.08,Toa Baja,Puerto Rico,949.0,1900.0,229900.0,0.0
Puert21447,3.0,2.0,10.2,San Juan,Puerto Rico,924.0,1105.0,94000.0,0.0
Puert21448,2.0,1.0,5.9,Toa Baja,Puerto Rico,949.0,900.0,77000.0,0.0
